,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,grade,sqft_above,sqft_basement,yr_built,yr_renovated
191,166950,3,1,1190,8820,1,0,6,1190,0,1959,0
192,799000,3,2,2140,9897,1,0,8,2140,0,1959,0
193,400000,3,2,2180,7508,1,0,7,1420,760,1962,0
194,230000,3,1,1060,10228,1,0,7,1060,0,1948,0
195,256883,3,2,1690,5025,2,0,8,1690,0,2003,0
196,423000,4,2,1970,6480,1,0,7,1130,840,1920,0
197,465000,3,2,2150,4084,2,0,8,2150,0,2007,0
198,440000,3,2,1910,66211,2,0,7,1910,0,1997,0
199,385000,3,1,1350,155073,1,0,7,1350,0,1969,0
200,210000,3,1,860,11725,1,0,6,860,0,1943,0
201,297000,3,2,1940,14952,2,0,8,1940,0,1994,0
202,470000,3,1,1010,5000,1,0,7,1010,0,1952,0
203,226500,3,1,1300,7370,1,0,7,900,400,1976,0
204,274250,3,1,910,8450,1,0,6,910,0,1962,0
205,840000,4,1,2480,11010,1,0,9,1630,850,1966,0
206,677900,3,2,2440,4587,2,0,8,2440,0,2010,0
207,425000,3,1,1010,5864,1,0,7,1010,0,1915,0
208,180250,2,0,900,9600,1,0,6,900,0,1941,0
209,464000,6,3,2300,3404,2,0,7,1600,700,1920,1994
210,320000,4,2,1550,7579,2,0,8,1550,0,1993,0
211,625504,3,2,1270,1566,2,0,8,1060,210,2014,0
212,592500,4,2,2240,12032,1,0,9,2240,0,1983,0
213,465000,3,2,2714,17936,2,0,9,2714,0,2005,0
214,477000,4,2,1720,6270,2,0,8,1720,0,1978,0
215,280000,2,1,850,16400,1,0,6,850,0,1923,0
216,1510000,5,3,3300,33474,1,0,9,1870,1430,1957,1991
217,445838,3,2,2250,5692,2,0,8,2250,0,2000,0
218,1070000,2,2,3900,14864,1,0,8,1950,1950,1947,0
219,467000,2,1,1320,10800,1,0,8,1320,0,1947,0
220,686000,4,2,2760,6440,2,0,10,2760,0,1999,0
221,279950,3,2,1750,9750,1,0,7,1350,400,1961,0
222,527000,4,2,2330,19436,2,0,8,2330,0,1987,0
223,325000,3,2,2220,16020,1,0,8,1780,440,1966,0
224,328000,3,2,2020,8379,2,0,7,2020,0,1994,0
225,390000,3,2,1250,7500,1,0,7,1250,0,1942,0
226,479950,2,2,1510,6516,1,0,8,1510,0,2005,0
227,264950,4,2,1720,9753,1,0,7,1120,600,1978,0
228,235000,3,1,1430,15246,1,0,7,980,450,1961,0
229,516500,3,2,1480,4729,2,0,7,1480,0,2004,0
230,655000,2,1,1450,15798,2,1,7,1230,220,1915,1978
231,500000,4,2,2280,15347,1,0,7,2280,0,1960,0
232,315000,6,2,2940,7350,1,0,8,1780,1160,1978,0
233,213000,2,1,1000,10200,1,0,6,1000,0,1961,0
234,475000,3,1,2480,5280,1,0,7,1620,860,1947,0
235,1030000,5,4,3760,28040,2,0,10,3760,0,1983,0
236,416000,3,2,2220,94300,1,0,7,1640,580,1976,0
237,410000,4,1,1970,4740,1,0,7,1670,300,1904,2005
238,800000,3,3,3830,221284,2,0,10,3530,300,1993,0
239,472000,6,2,4410,14034,1,0,9,2350,2060,1965,0
240,225000,3,1,1430,8505,1,0,7,1430,0,1968,0
241,210000,2,1,830,6000,1,0,6,830,0,1940,0
242,455000,2,1,1430,5000,1,0,7,1430,0,1925,0
243,225000,3,1,1300,8316,1,0,6,1300,0,1954,0
244,480000,2,1,1030,3060,1,0,7,790,240,1918,0
245,363000,3,2,2740,11872,2,0,9,2740,0,1990,0
246,2400000,4,2,3650,8354,1,1,9,1830,1820,2000,0
247,181000,2,1,720,5120,1,0,6,720,0,1954,0
248,250000,4,2,2010,7312,1,0,7,2010,0,1976,0
249,481000,3,1,1560,3000,1,0,6,770,790,1918,0
250,260000,3,2,1810,7209,1,0,7,1240,570,1978,0
251,455000,4,2,3360,7685,2,0,9,3360,0,2001,0
252,415000,3,2,1510,36224,2,0,8,1510,0,1991,0
253,349500,3,1,1400,3538,1,0,7,800,600,1953,0
254,245000,3,2,1730,7442,2,0,7,1730,0,1987,0
255,592500,2,2,1420,9191,1,0,7,1420,0,1928,0
256,385000,4,1,2360,7620,1,0,7,1180,1180,1955,0
257,315000,3,1,1580,11455,1,0,7,1200,380,1974,0
258,255000,3,1,1230,10170,1,0,7,1230,0,1979,0
259,693000,4,2,2460,4425,2,0,8,2460,0,2006,0
260,780000,3,1,1660,4400,1,0,8,1460,200,1911,0
261,237000,3,1,1270,8470,1,0,7,1270,0,1960,0
262,525000,3,2,2100,40510,2,0,10,1320,780,1979,0
263,425000,2,1,770,5040,1,0,5,770,0,1930,0
264,369900,1,0,760,10079,1,1,5,760,0,1936,0
265,290000,4,2,1700,7280,2,0,7,1700,0,1988,0
266,285000,3,1,1120,10701,1,0,7,1120,0,1954,0
267,415000,2,1,1070,4500,1,0,7,1070,0,1937,0
268,272500,3,2,2070,9900,1,0,8,1420,650,1979,0
269,2900000,4,3,5050,20100,1,0,11,4750,300,1982,2008
270,1370000,4,4,5310,57346,2,0,11,5310,0,1989,0
271,436000,2,1,1040,7538,1,0,7,1040,0,1939,0
272,210000,3,1,1700,11390,1,0,7,1700,0,1967,0
273,236000,3,1,1300,5898,1,0,7,1300,0,1961,0
274,331000,3,1,1080,1306,1,0,7,580,500,1954,2003
275,365000,3,2,2653,4510,2,0,8,2653,0,2006,0
276,450000,3,2,2290,16258,1,0,8,2290,0,1960,0
277,770000,4,2,3820,26300,2,0,9,2850,970,2014,0
278,455000,4,2,2210,49375,1,0,8,2210,0,1997,0
279,405000,3,1,2390,6000,1,0,6,1240,1150,1908,0
280,304900,4,1,2600,11325,1,0,7,1610,990,1969,0
281,170000,2,1,860,5265,1,0,6,860,0,1931,0
282,2050000,5,3,3830,8480,2,0,9,2630,1200,1905,1994
283,780000,4,2,3500,7048,2,0,9,3500,0,2005,0
284,330000,3,3,2420,13959,1,0,8,1740,680,1988,0
285,370000,4,2,2720,8666,2,0,9,2720,0,1992,0
286,467000,5,2,2500,13500,1,0,7,1850,650,1979,0
287,405000,3,1,1670,6720,1,0,7,1140,530,1980,0
288,675000,5,2,2900,10300,1,0,8,1450,1450,1985,0
289,500000,2,1,1640,14100,1,0,7,1140,500,1954,0
290,389999,4,2,1890,15770,2,0,7,1890,0,1968,0
291,630000,4,1,2950,9025,1,0,8,1780,1170,1975,0
292,360000,4,2,2160,9528,2,0,9,2160,0,1992,0
293,580000,4,3,3280,11060,2,0,8,2270,1010,1986,0
294,550000,3,2,1970,4166,2,0,8,1270,700,1929,0
295,879000,4,2,3360,22111,2,0,10,3360,0,1994,0
296,265000,3,2,1320,8959,1,0,7,1320,0,1993,0
297,446500,3,2,2650,7286,2,0,8,2650,0,1990,0
298,404000,3,1,2030,8880,1,0,7,1330,700,1963,0
299,267500,3,1,1590,11914,1,0,7,1090,500,1957,0
300,3080000,4,5,4550,18641,1,1,10,2600,1950,2002,0
301,335000,3,2,2440,7632,2,0,8,2440,0,1998,0
302,576000,3,2,1940,9000,1,0,7,970,970,1948,0
303,208633,3,2,2040,3810,2,0,8,2040,0,2006,0
304,315000,3,2,2200,8750,1,0,7,1120,1080,1964,0
305,725000,3,1,1920,3300,1,0,8,960,960,1913,0
306,550000,4,2,1800,7750,1,0,8,1400,400,1965,0
307,610750,4,2,2180,7297,2,0,8,2180,0,1984,0
308,550700,2,1,1010,5000,1,0,6,1010,0,1908,0
309,665000,4,2,3320,10574,2,0,8,2220,1100,1960,0
310,834000,4,2,2370,4000,1,0,8,1980,390,1928,0
311,201000,5,1,1660,78408,1,0,6,1660,0,1915,0
312,2380000,5,2,3650,9050,2,0,10,3370,280,1921,0
313,1380000,4,3,4290,12103,1,0,11,2690,1600,1997,0
314,1400000,4,3,4290,12103,1,0,11,2690,1600,1997,0
315,305000,4,2,1950,7700,1,0,8,1350,600,1979,0
316,487000,3,2,2590,14052,1,0,8,1720,870,1948,0
317,390000,3,2,1930,64904,1,0,8,1930,0,1988,0
318,548000,2,1,1470,3864,1,0,7,1170,300,1916,0
319,268750,4,1,800,8775,1,0,6,800,0,1943,0
320,819900,5,2,3150,7119,2,0,9,3150,0,2013,0
321,520000,3,2,2030,16200,2,0,8,2030,0,1984,0
322,230000,3,2,1450,11204,1,0,7,1450,0,2003,0
323,240000,3,1,1510,10248,1,0,7,1510,0,1969,0
324,232000,2,1,1240,12092,1,0,6,960,280,1922,1984
325,240500,2,1,1240,12092,1,0,6,960,280,1922,1984
326,274975,3,2,3030,45004,2,0,9,3030,0,1987,0
327,740000,4,2,2050,4400,1,0,9,2050,0,1922,0
328,186375,3,1,1000,7636,1,0,7,1000,0,1952,0
329,790000,3,2,2370,10289,1,0,9,1590,780,1977,0
330,880000,4,3,2800,6750,2,0,9,1890,910,1951,2002
331,279000,6,1,2240,11180,2,0,7,2240,0,1955,0
332,295000,3,2,1810,10530,1,0,8,1810,0,1991,0
333,640000,2,1,1070,5000,1,0,7,1070,0,1924,0
334,940000,4,2,2490,9525,2,0,9,2490,0,1968,0
335,260000,4,2,1960,5238,2,0,7,1960,0,2003,0
336,559900,3,2,2930,5569,1,0,9,1860,1070,2004,0
337,791500,4,2,1510,3500,1,0,7,1510,0,1911,0
338,265000,3,1,1420,8250,1,0,7,1420,0,1954,0
339,245000,3,1,1740,11547,1,0,7,1740,0,1954,0
340,485000,4,1,2560,43995,2,0,7,2560,0,1962,0
341,684000,4,3,3040,8414,2,0,9,2420,620,2010,0
342,425000,3,1,2500,6840,1,0,8,1300,1200,1957,0
343,309600,4,1,1275,20000,1,0,6,1275,0,1991,0
344,552250,4,2,2580,5823,2,0,8,2580,0,2002,0
345,165000,4,1,1000,7134,1,0,6,1000,0,1943,0
346,239900,4,1,1000,7134,1,0,6,1000,0,1943,0
347,320000,2,1,1070,32633,1,0,6,1070,0,1930,0
348,206600,3,2,1390,13464,1,0,7,1390,0,1987,0
349,387000,4,1,2500,7690,1,0,7,1250,1250,1973,0
350,299000,1,0,560,12120,1,0,4,560,0,1967,0
351,855000,4,2,2270,10460,2,0,9,2270,0,1965,0
352,315000,3,1,1900,14400,1,0,7,1300,600,1954,0
353,437500,2,1,990,3120,1,0,7,790,200,1907,0
354,252000,4,1,1550,19800,1,0,7,1050,500,1969,0
355,375000,4,1,2200,7475,1,0,7,1100,1100,1955,0
356,300000,4,2,1910,4862,2,0,7,1910,0,2005,0
357,420000,4,1,1750,9600,1,0,7,1750,0,1954,0
358,900000,3,1,1330,77972,1,0,7,1330,0,1928,1954
359,679900,3,2,2440,5750,2,0,9,1980,460,2000,0
360,463000,3,2,1640,29970,2,0,7,1640,0,1992,0
361,380000,5,2,2760,11340,2,0,9,2760,0,1978,0
362,329500,4,2,1820,7912,2,0,7,1820,0,1994,0
363,604950,3,2,2110,5608,1,0,8,1340,770,2013,0
364,795000,5,2,3040,9570,1,0,8,1640,1400,1966,0
365,465000,3,2,1840,40438,2,0,7,1840,0,1994,0
366,673000,4,2,2990,10400,2,0,9,2990,0,2002,0
367,810000,4,2,3520,15420,2,0,10,3520,0,1991,0
368,785000,4,2,2440,69415,1,0,8,1910,530,1989,0
369,338000,4,3,2090,7500,1,0,7,1370,720,1986,0
370,280000,3,2,1430,7222,2,0,7,1430,0,1993,0
371,315000,4,2,2180,10754,1,0,7,1100,1080,1954,0
372,530000,4,2,2180,10754,1,0,7,1100,1080,1954,0
373,380000,5,3,3450,9914,2,0,9,3450,0,2004,0
374,297000,3,2,1450,7562,2,0,7,1450,0,1994,0
375,730000,4,2,3230,7331,2,0,10,3230,0,2004,0
376,450000,3,1,1640,13500,1,0,7,1110,530,1940,0
377,275000,3,3,1590,7750,1,0,7,1060,530,1997,0
378,595000,4,2,2020,2849,2,0,7,2020,0,1960,0
379,435000,3,1,1300,3348,1,0,7,1300,0,1904,2014
380,270000,2,1,1380,209959,1,0,6,1380,0,1954,0
381,950000,3,3,4040,14338,2,0,10,3030,1010,1986,0
382,389000,4,2,2130,5337,2,0,7,2130,0,2001,0
383,560000,4,2,2550,7800,1,0,8,1580,970,1968,0
384,1350000,5,3,4800,14984,2,0,11,3480,1320,1998,0
385,799000,4,2,2510,11585,2,0,8,2510,0,1969,0
386,365500,3,2,1410,9600,1,0,7,1410,0,1983,0
387,252350,3,2,1650,7352,1,0,7,1160,490,1979,0
388,403950,4,2,2120,13780,2,0,8,2120,0,1993,0
389,385000,4,1,2040,10726,1,0,7,1380,660,1954,0
390,345000,4,1,1550,7620,1,0,7,1550,0,1957,0
391,490000,3,2,1980,3128,2,0,9,1980,0,1979,0
392,330000,3,2,1600,26977,2,0,8,1600,0,2005,0
393,927000,4,2,3300,12090,2,0,8,3300,0,1953,0
394,1120000,4,2,3840,16619,2,0,10,3840,0,1983,0
395,330000,2,1,1220,10000,1,0,7,1220,0,1950,0
396,530000,5,2,2720,8800,1,0,7,1500,1220,1958,0
397,365000,4,2,1940,25600,1,0,8,1940,0,1962,0
398,378750,3,2,2160,3000,1,0,7,1260,900,1909,2011
399,269900,4,1,1530,8750,1,0,7,1530,0,1968,0
400,557000,3,3,1710,2096,2,0,8,1290,420,2008,0
401,360000,4,1,3730,16980,1,0,7,2150,1580,1974,0
402,352000,2,1,940,5000,1,0,7,940,0,1937,0
403,437000,3,2,1750,22357,2,0,8,1750,0,1994,0
404,322500,4,2,1820,6753,2,0,7,1820,0,1994,0
405,650000,3,3,1510,2000,2,0,9,1330,180,2001,0
406,450000,3,2,1290,1213,3,0,8,1290,0,2001,0
407,278500,3,2,1570,5250,1,0,7,1570,0,1998,0
408,364950,4,2,1930,6957,2,0,8,1930,0,1995,0
409,840000,4,3,2840,40139,1,0,10,2840,0,1986,0
410,268000,3,2,1550,8134,2,0,7,1550,0,1991,0
411,517534,2,1,833,143947,1,0,5,833,0,2006,0
412,632925,3,2,2990,32239,2,0,8,2990,0,1978,0
413,577500,3,2,2000,7251,2,0,9,2000,0,1995,0
414,339000,4,1,2390,7480,1,0,7,2390,0,1920,0
415,570000,3,1,2910,37461,1,0,7,1530,1380,1967,0
416,563500,4,1,2085,174240,1,0,7,1610,475,1964,0
417,423000,4,2,2200,9351,1,0,7,1290,910,1962,0
418,355000,3,2,1860,5028,2,0,8,1860,0,2012,0
419,1550000,5,4,6070,171626,2,0,12,6070,0,1999,0
420,482000,2,1,950,3960,1,0,7,950,0,1941,0
421,625000,3,1,1600,9135,1,0,7,1600,0,1955,0
422,538000,3,2,2250,11632,2,0,8,2250,0,1988,0
423,380000,3,2,2280,10255,2,0,8,2280,0,1985,0
424,375000,2,1,940,5120,1,0,7,940,0,1909,0
425,245000,3,2,1530,8500,1,0,7,1030,500,1996,0
426,310000,5,1,2190,27260,1,0,7,2190,0,1947,1974
427,1300000,3,2,2350,15021,1,0,8,1770,580,1976,0
428,397000,4,2,1440,7680,1,0,7,1200,240,1971,0
429,365000,3,2,2200,4052,2,0,8,2200,0,2005,0
430,328500,4,3,2290,8250,2,0,9,2290,0,1990,0
431,988000,4,3,4040,19700,2,0,11,4040,0,1987,0
432,1000000,4,2,2610,3277,1,0,8,1920,690,1922,0
433,237000,3,2,1490,2138,2,0,7,1490,0,2005,0
434,525000,4,2,2450,5280,2,0,8,2450,0,2003,0
435,749000,4,2,1710,9627,1,0,9,1440,270,1976,2014
436,722500,5,2,4870,11800,2,0,10,3470,1400,1983,0
437,843000,3,2,3130,8750,2,0,10,3130,0,1991,0
438,438000,2,2,1270,1372,3,0,8,1270,0,2000,0
439,578000,3,1,2120,10875,1,0,8,1540,580,1977,0
440,227950,3,1,1670,8230,1,0,7,1670,0,1954,0
441,196000,3,2,2070,11576,2,0,7,2070,0,1974,0
442,641000,2,1,1420,5332,1,0,8,1070,350,1953,0
443,350000,3,1,1250,219978,1,0,6,1250,0,1980,0
444,205000,3,1,940,7980,1,0,7,940,0,1960,0
445,400000,3,1,1920,9102,1,0,7,1920,0,1968,0
